s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
164,Cindy Sherman,Untitled Film Still #48 ,conceptual,Tate,America,FALSE,4,"photo, photograph, gelatin silver print on paper",6816,1979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,1,1,0,0,4,FALSE,0,0,5,"figure on empty road w/ suitcase, b & w, space & emptiness, photographs fictitious characters in scenarios - here resembling moments in a film, solitary"
165,Shozo Shimamoto,Untitled ,gutai,De Buck Gallery also Tate,Japan,FALSE,3,"painting, acrylic & newspaper",3600,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,3,0,3,0,FALSE,5,5,0,"dripping paint thro' holes, movement, empty space, what is behind the paper/canvas?"
166,Robert Smithson,Asphalt Rundown ,land art,wikiart.org also Tate,America,FALSE,2,"installation, asphalt, hillside",0,1969,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,3,0,3,0,1,0,FALSE,0,0,5,"asphalt poured down hill, movement & gravity, action of materials asphalt pouring down hillside"
167,Robert Smithson,Partially Buried Woodshe,land art,wikiart.org also Tate,America,FALSE,2,"installation, earth, shed",0,1970,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,0,4,0,0,1,FALSE,0,0,5,"earth piled on top of shed engulfing it, action of materials - earth weight on building"
168,Monika Sosnowska,"The Tired Room, Freud Museum, Vienna, Austria",,Capitain Petzel Gallery also Tate,Poland,FALSE,2,"installation, mixed media",0,2005,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,0,0,4,4,FALSE,0,0,5,"created room installation w/ angular, slanted walls & surfaces, disorienting"
169,JesÃºs Rafael Soto,Houston Penetrable,kinetic art,perrotin.com also Tate,Venezuela,FALSE,2,"installation, 24,000 PVC tubes",0,2004,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,4,2,4,0,1,FALSE,0,5,3,"24,000 PVC tubes, hand-painted & suspended, as much of his work, changes as you move in & around it, change of color so that elipse seems to float, can walk into piece, movement of viewer"
170,Stanley Spencer,"The Resurrection, Cookham ",representation,Tate,UK,FALSE,3,"painting, oil on canvas",150426,1927,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,4,4,FALSE,0,0,5,"strange perspective & odd viewpoints, scale shifts, figures depicted coming out of coffins"
171,Daniel Spoerri ,"La table du Clown Bar, Paris,",assemblage,artnet.com also Tate,Switzerland,FALSE,6,"sculpture, mixed media",588500,1996,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,5,2,FALSE,0,0,5,"assemblage, table w/ objects tipped on side, wrote ""Anecdoted Topography of Chance""; this piece uses orientation, objects should fall off"
172,Ian Stephenson,Flaxman: Understudy,abstraction,Tate,UK,FALSE,3,"painting, oil, enamel & paper on paper",4256,1972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,5,2,2,1,0,2,FALSE,5,0,3,"splattering overlaying of paint droplets, placement matters, confining area matters, empty space, & tiny size of paint droplets is essential. Raised rectangle, irregularity creates an uncertainty of space, emptiness, what is there / not there, how this has been done"
173,Do Ho Suh,Karma Juggler,,Lehmann Maupin Gallery also Tate,Korea,TRUE,1,"drawing, thread embedded in cotton paper",592480,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,0,4,0,2,4,FALSE,0,5,0,"suggested movement through parallel curved lines w/ words, made by embedding thread in cotton paper; shape & fading out & use of materials"
174,Graham Sutherland ,Entrance to a Lane ,,Tate,UK,FALSE,3,painting oil on canvas,3111,1939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,3,0,2,0,4,FALSE,3,5,5,"spaces created w/ dark shapes, specific, odd, particular, curved semi-abstract shapes, ambiguity, specific colors"
175,Yves Tanguy,The Mood of Now ,surrealism,MoMA also Tate,France,FALSE,3,painting oil on canvas,7300,1928,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,3,0,0,4,FALSE,0,3,5,"out of focus ground w/ hard to decipher shapes on top, mixture of sharp focus & smeared, shadow, some objects more in focus than others"
176,Antoni Tapies,Pasted Cloth ,,Tate,Spain,TRUE,5,"print, fabric on etching on paper",5733,1905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,0,4,FALSE,0,3,5,"sense of material, dark colors & white rectangle w/ lettering/notations, use of materials, matter, Tachisme, collage, fabric on print"
177,Jean Tinguely,Chaos I,kinetic art,Tate,Switzerland,FALSE,5,"print, etching on paper",1680,1972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,4,4,FALSE,0,5,0,"arrows, suggested movement, off-balance, space, moving machines, rickety"
178,Mark Tobey,Northwest Drift,abstraction,Tate,America,FALSE,3,"painting, tempera & gouache on paper on board",10374,1958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,3,1,4,4,FALSE,0,5,5,"overlaying of small similar paint marks on surface, repetition, composed of multiple small & interwoven brush strokes"
179,Alison Turnbull,Ecliptic,,alison-turnbull.com also Tate,UK,FALSE,3,"painting, oil, acrylic & silverpoint on canvas",34500,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,4,0,1,3,0,FALSE,5,5,0,"repetition & seriality, drawing circumscribed w/in 2 rectangles, different sizes of dots, some joined by open lines, 2 rectangles, light"
180,Richard Tuttle ,10th Wire Piece,postminimal,Pulitzer Gallery also Tate,America,FALSE,6,"sculpture, florist wire, nails & graphite",0,1972,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,4,2,0,3,4,FALSE,0,5,0,"wire attached to wall at top, drawn shape with pencil on wall, released to find own gravity, shadow, what is this, how is it made, minimal & craft, unusual materials, lightweight line"
181,Richard Tuttle ,"Dawn, Noon, Dusk: Paper (1)",postminimal,MoMA,America,FALSE,1,"drawing, watermarked sheet of handmade paper w/ pigment additions, mounted on colored paper in handpainted wooden frame",1400,2002,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,2,1,2,4,FALSE,0,5,3,"limited use of lines, breaks in line, meandering, relation of lines to each other, lightly checkered diamonds on ground, indeterminate space"
182,Luc Tuymans,Untitled (The Barge),conceptual,MoMA also Tate,Belgium,FALSE,3,"painting, watercolor on paper",726,1979,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,3,0,2,4,FALSE,0,3,5,"washy paint, solid edges, predominant white circle, hard to tell what this is, uses washed out color & simplified shapes"
183,Cy Twombly,Academy ,,MoMA also Tate,America,TRUE,3,"painting, oil-based house paint, lead pencil, colored pencil, & pastel on canvas",46031,1955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,2,0,1,4,FALSE,0,5,0,"searching, repeated, markmaking, allover, layering, use of letters, words, urgently drawn, erasure, obscuring lines, layers, calligraphic"
184,Adriana VarejÃ£o,Folds 2,,Guggenheim also Tate,Brazil,FALSE,3,"painting, oil on canvas over aluminum, mounted to wood w/ oil painted polyurethane",2217200,2003,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,3,2,0,4,FALSE,0,3,5,"combination of 2 different elements, textural, spiky poking thro' squared paper ground, hard to tell what this is, materials, plays w/ depth & suggestion"
185,Victor Vasarely,Vega ,op art,Wide Walls also Tate,Hungary ,FALSE,3,"painting, acrylic on canvas",25350,1957,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,0,0,2,4,FALSE,0,0,5,"morphs surface using repeated b&w tile shapes, surface doesn't look flat"
186,Vladimir Velickovic,Elements and Documents Employed ,representation,Tate,Serbia,TRUE,5,"print, screenprint on paper",8100,1979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,0,1,4,FALSE,0,5,3,"use of arrows, diagrammatic layout, annotated, quasi-scientific drawing"
187,Didier Vermeiren,Solide plastique #4,conceptual,xavierhufkens.com and also Tate,Belgium,FALSE,6,"sculpture, porcelain, enamel & wood",81648,1999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,3,1,1,4,FALSE,0,3,5,"3 distinct materials, porcelain, enamel & wood, semi-abstract, hard to tell what this is"
188,Luigi Veronesi,Photo n.152,,Tate,Italy,FALSE,4,"photo, photograph, gelatin silver print on paper",9.6,1940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,5,0,0,1,2,FALSE,5,5,3,"multiple points & line, slow shot to give blurring & suggest movement, space, semi-transparency, experimental, also filmaker; suggestive of movement, semi-transparent, what is the object"
189,Jeff Wall,A Sudden Gust of Wind (after Hokusai) ,conceptual,Tate,Canada,FALSE,4,"photo, transparency on lightbox",3374500,1993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,0,0,0,1,2,FALSE,3,3,5,"blown paper indicates wind, moving figures & paper, magic of paper blowing, depth of landscape, what's going on, effect of wind - staged, transparency on lightbox"
190,Alfred Wallis,The Hold House Port Mear Square Island Port Mear Beach,,Tate,UK,FALSE,3,"painting, oil paint on board",1209,1932,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,0,0,4,3,FALSE,0,3,5,"perspective tipped up, scale shifts, topographically inaccurate, placing of elements & unusual space"
191,Andy Warhol,"Shadows, detail",pop art,Dia also Tate,America,FALSE,3,"painting, silkscreen & acrylic on canvas",25476,1979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,2,2,0,4,FALSE,0,0,5,"repetition of image w/ variation across the 102 paintings, 2 shadow images, silkscreen w/ paint, here detail view of 4 shadow paintings, hard to tell what this is"
192,Andy Warhol,Double Torso,pop art,Mutual Art also in Tate,America,FALSE,3,"painting, fluorescent silkscreen inks on canvas",22422,1966,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,5,0,0,0,1,FALSE,0,0,5,"use of paint which only shows under UV light - bottom image is same as top one but under UV light, created w/ fluorescent silkscreen inks on canvas"
193,Boyd Webb,First Principles,conceptual,Tate,New Zealand,FALSE,4,"photo, photograph, color, Cibachrome print, on paper mounted onto board",18029,1984,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,0,1,0,2,4,FALSE,3,3,5,"collage of objects of different sizes, displacementÂ‰Ã›Âª & a lack of context, hard to tell what this is"
194,John Wells,Abstract,abstraction,Tate,UK,FALSE,5,"print, lithograph on paper",131.2,1952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,4,4,0,0,3,FALSE,0,5,5,"semi-transparent areas, overlaid shapes in space which are grainy, scratched & partly see-through"
195,Lionel Wendt,[title not known],,Tate,Sri Lanka,FALSE,4,"photo, photograph, gelatin silver print on paper",98.8,1938,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,3,1,0,0,4,FALSE,0,0,5,"dark areas, combination of difference scales, semi-Surrealistm hard to tell what this is, evocative, rich darks"
196,Richard Wentworth,"35Â°9,32Â°18",conceptual,Tate,UK,FALSE,6,"sculpture, steel & aluminium",5926963,1985,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,3,0,5,3,FALSE,0,5,0,"ladder seemingly made out of material, reflection on wall made of cable - bending, alters everyday objects so that they look strange / here steel ladder & 2nd cable ladder"
197,Franz West ,Sisyphos IV,conceptual,Gagosian also Tate,,FALSE,6,"sculpture, papier-machÃŒÂ©, styrofoam, cardboard, lacquer & acrylic",1750875,2002,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,4,4,1,0,2,FALSE,0,0,5,"painted 'rock', what is it, what is it resting on, is it heavy or light?"
198,James Abbott McNeill Whistler,Nocturne: Blue and Silver - Cremorne Lights,representation,Tate,UK,FALSE,3,"painting, oil paint on canvas",3700,1872,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,3,4,0,4,FALSE,3,3,5,"emptiness, hard to read shape in river, high horizon, sense of depth, use of color"
199,Rachel Whiteread,House,conceptual,Tate,UK,FALSE,2,"installation, concrete",0,1993,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,2,3,0,0,4,FALSE,0,0,5,"public space, cast inside of house & removed the walls - strange effect, house you can't enter, inside walls shown on outside"
200,Alison Wilding,Untitled ,conceptual,Tate,UK,FALSE,1,"drawing, charcoal & crayon on paper",1998,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,4,0,1,4,FALSE,3,5,3,"repetition of verticals, markmaking, smudges, empty space, repeated marks, what is the shape"
201,Terry Winters,Parallel Rendering 2,,Tate,America,FALSE,3,"painting, oil & alkyd resin on canvas",78080,1997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,2,2,1,3,4,FALSE,0,5,0,"overlaying criss-crossed textured lines, depth, lines on top of each other at angles, mesh, systems & space"
202,Wols (Alfred Otto Wolfgang Schulze),[no title],abstraction,Tate,German,FALSE,5,"print, etching & drypoint on paper",77,1945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4,4,0,4,4,FALSE,3,5,0,"markmaking, agitated drawing lines, crossing over each other, obsessive quality, searching, overlaying"
203,Francesca Woodman,"Untitled, Providence, Rhode Island",,Victoria Miro Gallery also Tate,America,FALSE,4,"photo, photograph, gelatin silver print on paper",500,1976,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,2,0,0,4,FALSE,0,0,5,"trace of figure against part of actual figure, empty space, mysterious, what is suggested, slightly magical"
204,Christopher Wool ,Untitled,abstraction,luhringaugustine.com also Tate,America,FALSE,3,"painting, silkscreen ink on linen",44652,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,3,2,1,4,FALSE,3,3,5,"repetition, partial images, empty spaces, semi-transparent layers w/ parts overlayed - sense of multiples"
205,Cerith Wyn Evans,Inverse Reverse Perverse,conceptual,Tate,Wales,FALSE,6,"sculpture, perspex & acrylic",935712,1996,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,5,2,FALSE,0,0,5,"distortion, use of convex mirror / invert reflection"
206,Catherine Yass,Stage,conceptual,Tate,UK,FALSE,5,"print, screenprint on paper",6586,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,3,3,5,2,0,FALSE,3,5,5,"looking up, strange color effects, not totally representational"
207,Carey Young,"Body Techniques (after Parallel Stress, Dennis Oppenheim,1970)",conceptual,Tate,Zambia,FALSE,4,"photo, photograph, color, on paper mounted onto aluminium",17324,2007,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,0,0,0,0,4,FALSE,3,3,5,foreground figure on earth against deep space
208,Doug Wheeler,LC 71 NY DZ 13 DW,conceptual,David Zwirner Gallery,America,FALSE,2,"installation, reinforced fiberglass, flat white titanium dioxide latex, LED light, & DMX control",2243703528,2013,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,5,1,1,1,3,FALSE,0,0,5,"lighting & shaped walls in minimal installation to create spatial effects on the eye, looks misty white as far as you can see, can't tell distance ahead of you, focusing attention on the way light almost imperceptibly changes along the horizon as the earth turns, very hard to understand space"
209,Ricci Albenda,Panoramic Portal to Another Dimension (Deanna),conceptual,Andrew Kreps Gallery,America,FALSE,2,"installation, MDF & acrylic paint",200934,2007,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,1,0,0,4,FALSE,0,0,5,"volumetric walls, creating shadows, allusions to space through bulging white walls"
210,Kiripi Katembo,"Subir, sÃ©rie Un Regard",,"fondationcartier.com, BEAUTÃ‰ CONGO 2015 exhibition",Congo,FALSE,4,"photo, lightjet print",5400,2011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,1,1,1,1,2,TRUE,0,3,5,"photos shot in puddles, upside down reflections, hard to grasp how the rocks & architecture work spatially - is this one of his shots into water showing reflections?"
211,Nestor Da,"Untitled #38, Ondes de perturbation series",,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Ivory Coast,FALSE,4,"photo, archival pigment ink on fine art paper, mounted on dibond",5400,2012,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,4,0,0,4,FALSE,5,0,5,"collage photo, hard to tell what this is exactly"
212,Yo-Yo Gonthier,Maquette du nuage #1,,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Niger,FALSE,4,"photo, gelatin silver print",0,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,4,3,0,0,4,FALSE,3,0,5,"shadow effect on volumes, suspended forms in center of photo, empty space around, hard to tell what this is, sense of space"
213,FranÃ§ois-Xavier GbrÃ©,"Imprimerie nationale, Porto Novo, Benin",,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",France / Ivory Coast,FALSE,4,"photo, archival pigment ink on fine art paper",0,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,0,3,0,4,FALSE,0,0,5,"emptiness, acent of pink material, use of light accent on chair, against darkness, focus on composition"
214,Jems Robert Koko Bi,'Domino'' Bois de Teck,,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Ivory Coast,FALSE,6,"sculpture, wood",6992440,2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,2,0,4,3,FALSE,0,3,5,"leaning over, off balance, hard to know what it is, wood used to convey floppiness"
215,YÃ©anzi,"Section 1, Les pÃ©troliers series",,"Galerie CÃ©cile Fakhoury Abidjan â€” Ivory Coast, http://cecilefakhoury.com/",Ivory Coast,FALSE,3,"painting, mixed media on silk-screen printed fabric",12000,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,3,0,0,3,FALSE,5,0,5,scattered semi-abstract points making image on light 2-color ground
216,Bhupen Khakhar ,Hamam Khana,,"Gallery Chemould Prescott Road, Mumbai also National Gallery of Modern Art, India ",India,FALSE,3,"painting, oil on board",15376,1968,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,0,1,2,4,FALSE,0,3,5,"composition, select areas, empty spaces, sparse placing of elements, simplified, placing of small figure"
217,Prabhakar Barwe,Silent Observer,,"ArtNet.com also National Gallery of Modern Art, India",India,FALSE,3,"painting, enamel on canvas",9737,1983,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,2,0,0,0,4,FALSE,0,3,5,"composition, color in select areas, empty spaces, relative sizes, evocative placing of flattened objects"
218,Jitish Kallat,Found Burnt Text,,"Gallery Chemould Prescott Road, Mumbai",India,TRUE,2,"installation, burnt adhesive",0,2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,2,4,0,2,2,FALSE,3,5,5,"burnt text, abstracts them, soot marks go upwards, see detail: http://gallerychemould.com/artists/jitish-kallat-homepage-chemould-prescott-road-art-mumbai-gallery-contemporary/artist_work/vbm-vcmn/"
219,V. Viswanadhan,no title on website,,"Cholamandal Artists' Village, Madras",India,FALSE,5,"print,",0,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,0,1,0,FALSE,3,5,0,"incomplete lines & areas, textural quality & fading out of elements"
220,V. Arnawaz,no title on website,,"Cholamandal Artists' Village, Madras",India,FALSE,3,"painting,",0,1970,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,0,2,0,4,FALSE,3,5,0,"abstract & semi-representational, all over, milky, fading quality and hard to assess what the shapes are"
221,S. Nandagopal,The Hunt,,"Cholamandal Artists' Village, Madras",India,FALSE,6,"sculpture, copper & brass welded",90,1970,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,4,2,FALSE,0,5,5,"movement created using gestures, figures at angles, balancing, imbalance, sense of falling figure. Note better image: https://www.sahapedia.org/s-nandagopal-sculptures#lg=1&slide=44"
222,S.Paramasivam,no title on website,,"Cholamandal Artists' Village, Madras",India,FALSE,6,"sculpture,",0,1970,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,0,3,FALSE,0,0,5,"balancing 2 triangles on top of 2 columns, different in shape than below, very thin connection between shapes"
223,Ritesh Meshram,Untitled,,"Gallery Chemould Prescott Road, Mumbai",India,FALSE,2,"installation, string & nylon scrap",0,2010,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,1,0,0,4,FALSE,0,0,5,"multiple hanging bags w/ some nylon scraps fallen out,, scattered on floor, balance & imbalance & spillage, messy, uncertain what's gone on"
224,Gigi Scaria,Dust,,"Gallery Chemould Prescott Road, Mumbai",India,FALSE,4,"photo, digital print on archival paper",9882,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,4,1,0,2,FALSE,0,0,5,"probably combination of photos & photoshop, wind effect on sand around line of buildings, architecture & dust & desert; hard to tell what's going on"
225,Aditi Singh,Untitled (diptych),,"Gallery Chemould Prescott Road, Mumbai",India,FALSE,1,"drawing, charcoal & goauche on Hahnemuhle paper",13908,2011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,4,0,0,1,FALSE,3,0,5,"smudged areas, abstract, empty space on right, use of 2 sheets of paper & drawing on part of both: joins / doesn't join"
226,Pieter Bruegel â€œThe Elderâ€ù ,The Wine of Saint Martin's Day,representation,Prado Museum,Holland,FALSE,3,"painting, glue-size on twill",40108,1566,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,1,3,FALSE,3,3,5,"grouping of figures on top of red container reaching in, may not be uncertainty but chaotic grouping of figures in one area of the painting is interesting"
227,Herman Van Vollenhoven,Still Life with Game Fowl,representation,Prado Museum,Holland,FALSE,3,"painting, oil on panel",936,1625,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,2,1,0,4,2,FALSE,3,3,5,"dead birds, sideways & upside down, may not be uncertainty but grouping dead birds, two partly unside down, dark values"
228,Claes Claesz Wou,Ships in a Storm,representation,Prado Museum,Holland,FALSE,3,"painting, oil on panel",2072,1634,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,0,1,5,3,FALSE,0,5,5,"tilt of ship, size of waves, darkness of water"
229,Jacob Peeter Gowy,The Fall of Icarus,representation,Prado Museum,Flanders / Belgium,FALSE,3,"painting, oil on canvas",35100,1637,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,1,0,1,5,4,FALSE,0,5,5,"upside down angle of falling figure to ground, accentuated w/ red cloth, wispy wing feathers (compared to figure on left), large size of figures against deep landscape space & movement of water"
230,Simon de Vlieger ,Forest,representation,Prado Museum,Holland,FALSE,3,"painting, oil on panel",3721,1643,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,0,1,4,4,FALSE,0,5,5,"angle of ground & trees, blowing leaves, storm-like tones, again weather-wind, blowing trees, dark foreboding"
231,TomÃ¡s Hiepes,Landscape with a Vine,representation,Prado Museum,Spain,FALSE,3,"painting, oil on canvas",6030,1645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,5,0,1,1,0,4,FALSE,0,5,5,"relative size of grapes and leaves against tree/landscape, slightly surrealist air, hard to comprehend what things are, foreground, background because of sizes in relation to space"
232,Giandomenico Tiepolo,"The Mondo Nuovo, 2nd painting P7805",representation,Prado Museum,Italy,FALSE,3,"painting, oil on canvas",1972,1765,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,0,1,0,3,FALSE,0,3,5,"2nd of two paintings (P7805), line of figures w/ back to viewer, interesting with so many back views of people, what is going on, what is everyone looking at"
233,Charles-Joseph Flipart ,"Disordered Table with a trompe lâ€™oeil of Paintings, a Hurdy-gurdy, Books and other Objects",representation,Prado Museum,France,FALSE,3,"painting, oil on canvas",15561,1779,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,2,FALSE,0,3,5,"sketch for painting, unusual display of overlapping objects facing different ways, layers of paintings & objects; great title"
234,Francisco de Goya y Lucientes ,The 3rd of May 1808 in Madrid or â€œThe Executionsâ€ù,representation,Prado Museum,Spain,FALSE,3,"painting, oil on canvas",92996,1814,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,0,2,2,4,FALSE,0,5,5,"dark sky, white shirt of man w/ outstretched arms, acents of light & color related to content, may be less uncertainty, but tension heightened by use of light to focus on the heroes, sense of a moment caught "
235,Francisco de Goya y Lucientes ,Asmodea,representation,Prado Museum,Spain,FALSE,3,"painting, mixed method on mural transferred to canvas",33401,1822,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,3,0,1,1,3,FALSE,0,0,5,"2 large figures painted hovering above scene, luminous sky, relative sizes, antigravity, use of light"
236,Francisco de Goya y Lucientes ,Dos personajes asomÃ¡ndose a una salida luminosa,representation,Prado Museum,Spain,FALSE,1,"drawing, red wash, red chalk on ivory laid paper",704,1817,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,4,4,FALSE,0,5,5,"loosely handled wash, slant of doorway, empty off-white space beyond, focus on nothing through doorway & how figures peer / point"
237,Francisco de Goya y Lucientes ,Dream 1. Universal Language. The Author dreaming,representation,Prado Museum,Spain,TRUE,1,"drawing, black chalk, pencil, iron gall ink on dark yellow laid paper",425,1797,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,1,0,2,4,FALSE,0,5,0,"large bat over sleeping figure, dark areas & empty space, drawing for print, sense of handdrawn touch, parallel lines, areas not filled in, dream, unease"
238,Juan de Flandes ,The Ascension,representation,Prado Museum,Flanders / Belgium,FALSE,3,"painting, oil on pine panel",9240,1516,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,2,0,0,0,4,FALSE,0,3,5,"bottom of (cutoff) figure going into cloud, people looking up, focus on footprints on rock & on feet, unnaturalness of top part"
239,Lucas Cranach the Elder,CacerÃ_a en el castillo de Torgau en honor de Fernando I,representation,Prado Museum,Germany,FALSE,3,"painting, oil on panel",20886,1545,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,0,0,1,4,FALSE,0,5,5,"stags in river, antlers, archers behind trees, moving figures, teeming w/ activity, unusual space, use of bridge, swirling water"
240,El Greco (Domenikos Theotokopoulos),The Vision of Saint John,representation,Met Museum,Greece,FALSE,3,"painting, oil on canvas",44775,1609,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,3,2,3,1,4,FALSE,0,5,5,"elongated figure w/ arms in air, gesture, specific use of color, swirling sky & robes w/ internal shapes that relate closely to figures, use of outlines around figures"
241,Fabrianne Peterson Nampitjinpa,Damper Seed,,japingkaaboriginalart.com,Australia,FALSE,3,"painting, acrylic on canvas",6750,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,1,1,0,0,FALSE,5,0,0,"pattern from / towards center made w/ repeated dots & changing values, use of dots & fading out, movement"
